"label","text"
4,"Finally home in my comfy bed in my sweats/tshirt &amp; tube socks "
4,"@ANDmusic Hey! You gave a birthday shout out to my friend today! You're awesome "
4,"&quot;Only&quot; one test left and then ready for summer vacations!!!!!!! can't wait - so tired "
4,"@sinecoff76 np love "
4,"@kirstiealley GOOD NIGHT "
4,"@niquejonas top lips  i love mitchell mussos album"
0,"hates leaving Nara this morning "
4,"@AngryAngMo I suspect if they REALLY want to write about interesting subjects that DO matter, some men in white might not be too happy.. "
0,"@rawralyrawr Poopie  I could probably find a torrent of it right?"
4,"@laurenmcartney thank god i can fast forward  haha"
4,"@ColorblindFish It's kind of our thing....we cause destruction on the information superhighway! "
4,"@heartmychloe Seriously!  Hotness all around. "
0,"@Glasgowlassy cont) released an update including that feature. Plus it is FW3.0 compatible. Most Twitter apps aren't "
4,"*Camp Wiggi* Training at the YMCA from 10am to 7pm  such a long day but I love my camp friends &lt;3"
4,"i can't believe i already delivered my valedictory address &amp; am featured on the front page of the paper "
4,"@WHpopstar Thanks "
4,"@sammiebabesxo you wonna go to the BJ festival...yousa gunna get fats!! "
4,"@HappyCassie I don't care if you believe me or not, I know it's true I that's all I care about "
4,"The numbers '172' can be found on the back of the U.S. $5 dollar bill in the bushes at the base of the Lincoln Memorial. Now go look... "
4,"@ericake i  your blog "
0,"I'm kinda glad Susan Boyle left the stage before she revealed any more leg "
0,"@Passi0n - I am pretty excited. But I'm def not getting a new phone until I move  But maybe we wiil be BB Budz!"
4,"@TashaLxo cool  Thanks. Ooh really excited, love him (and metro)"
4,"tomorrow is the last A day of my sophomore year.. Kinda glad. lol. Going to be a long but short day tomorrow. "
0,"Going home leaving thestudioo  tiredd"
4,"http://twitpic.com/3ivoj - its true "
4,"@wayway8 I did not, explain please "
0,"Going to the doctor..Been coughing for 2 weeks strait..! "
4,"@davinington Ya that was MY SONG last summer, i was riding that shit eeeeeverywhere! lol but what you know Wayne? "
4,"Another day, another run to the server building. Fuzzy baby geese wandering the parking lot! "
0,"@OfficialRockets is Yao out indefinitely? Please say it's just a rumor "
4,"@BlogsForBraces only when I'm bored, which is rare. I just tank my way through levels. I came back 5 days ago and I've gained 5 levels. "
0,"@TracyLee i cant even read today.  sorry "
0,"Just caught another firefly.   I miss my boyfriend."
4,"@sfgirlbybay Looks great! "
4,"@jumpman85 LOl! damn I was watching television trying to type at the same time. I meant you already know! cause you do "
4,"Aha! I figured it out. Man, I do a good job of confusing myself. Nevermind... Nothing to see here. "
4,"@blogjunkie where's meatworks? do they have a website? "
4,"@Jchawes Please tell me when the new shows start again! Gotta know "
0,"@Catincluded you ditched me today!!  "
0,"Text me already kidd, I miss you~ "
4,"@MacGhil must have been a moment of weakness "
4,"@MaryKateOlsen7 Kings of Leon Rock- Manhatten is ma fave! "
4,"What WHAT? Classes cancelled till wednesdayy  got ready fuhh no reason tho. Let's make some plans!"
0,"@stormywaters wow there r other people in oklahoma too "
0,"@peterson5756 Sorry to disappoint but it was a blue bikini. "
0,"@vanessaliang sorry "
0,"Going to bed with a bad migraine. Good night everybody. "
4,"hanging ou with my babies  i love my puppies!!!"
0,"@NoToriousTori you'll never understand the magic if you don't give it a chance. "
4,"Good morning "
4,"@soundslikebuuu That would be so distracting!  I want it too!"
4,"@aparajuli Slightly more robust than my suggestions "
4,"will still get up 10 or more times a night...right?  Ok so only 9 years and 3 months to go   Gotta be positive!  Going back to bed!!"
4,"@angellifaye thanks for telling me  she says that the other ones was fake"
0,"@Chicharrones @libertyhuang and I were stuck on an 11 hour flight from NY-SF yesterday  Woulda rather been piggin' out at your event!"
4,"Home from work  Its so windy outside, hope the wind calm down a bit, soon  I want to work in the garden ;-)"
4,"@vahnee btw: very very few of my &quot;followers&quot; are playing along.. :-P if that makes u feel any better.. "
4,"@RavenSue Have you watched Dollhouse yet?! Let me know what you thought of the episode!! "
4,"I love my daddy "
0,"@VirtualStudios I heard about the sale. I live in AZ  not CA  poo."
0,"@kaycfaceee that's right. Boo! But I've heard its either terrifying or dumb. I'm going to go with dumb? Nothing's ever terrifying anymore "
0,"@DkW_2023 im sick  dont know if there's anything im really keen to see"
4,"at temporary spaces with the love of my life. "
0,"Well that's sad, I managed to loose my flower. "
4,"14 daysss  better be the best frigin concert ever spent 185 on tickets!!!!!!"
0,"Gonna head to bed !! school starts again tomorrow "
4,"has had the feeling for a long time that cloud computing is a complete and utter crock "
4,"@ChadDarnell You scare me, Chad  But that's amazing! Sweet dreams."
4,"Jammin to some tunes on the way home. Tom petty anyone? Good night too! Stomach feels loads better also "
4,"@petsmagazine Hi, I would like to be involved in future photoshoots with my dog too. I wonder if its possible? "
4,"#Twitterfon Pro /me like so far, thanks @hsl the silver UI rox lol  hi5"
0,"@natiann Love to you and yours. "
0,"Construction sucks.  had to park at the neighbor lot"
4,"Watching Friday Night Smackdown.  Looking forward to this Sunday's Extreme Rules PPV. "
0,"@TobyTalksToRain  Booo. Are you moving to Devon already, then?"
0,"@ThePISTOL lol. XD too bad you aren't coming to Minnesota. "
0,"Ugh so upset and tired but i cant sleep. Wish i had a friend to talk to.  i hate having no friends. "
0,"please be happy babe  PrinceCharming"
0," out with the old, in with the new...http://www.thestar.com/News/GTA/article/652705"
0,"i wish the independent wasn't 21 and over.  :'( HAHAHA"
0,"@Jayneemurray wrong! your life is not complete bcuz you no longer are seeing me tomorrow!  im gonna go cry in the corner."
0,"anybody ask me out please ? "
0,"@1SIXTEEN6 you feel like having a hair cut,i feel like rebonding my hair!  mizzoo."
0,"I am work-Engrossed... "
0,"@lorigies i wish i could! i have to go to school  how about you come home early?!!"
0,"OMG 3 days ago i had 500k now i have.. 75k  SAAAAD...."
0,"Worked ALL DAY! Lettin loose at U31 tonight. Missed out on Pennywise &amp; Pepper today "
4,"@mishacollins I'm sure they are printing new tourist brochures as you tweet! "
0,"u wouldn't think it'd be this hard to find shower fixtures.   reminding myself how blessed i am 2 have this problem!"
0,"Aw. My snickerdoodle has gone cold. "
4,"@danielmorrison reading this and not understanding 90% of it makes me feel less geeky "
0,"@Templesmith Awful, poor girl.  Also, reporter got details wrong. &quot;Loa&quot; are the spirits revered in Vodoun, not a ritual."
4,"@darraghdoyle wahoo! very best of luck. what a fab day to do it on too! "
0,"Off to college, for a further maths lesson. Exam in 12 days "
4,"@juliaindelicate ah yes, IMDB says 2003. Might pick it up from Amazon. Thanks for the tip "
4,"@TahneishaN http://twitpic.com/3pcv0 - DID U STUMBLE ON HERE? U LOOK LIKE U STEP'N ON UR OTHA FOOT! CUTE THO. "
4,"@BTeneshaB Have a delicious Sunday. "
0,"@ThatGuyFSU_ATL but I don't want to be anymore "
4,"@dylanrhymes awwe! you're using the rockin' photo i took! sweet! cant wait to get the rest edited! "
0,"@eight_e_ess I miss having a proofer in crime, too!! "
0,"@TheThorHammer my cunning plan to combine work and lego screwed up! Not going now "
4,"my hummus came out super nutty today - it's awesome. having it with a summery salad w/ homemade dressing. I &lt;3 my cooking "
0,"i am so bored. there is no one to talk to on stardoll "
0,"@kat_17 I'm pretty sure i was Hahah. Weird dream. I really want a cookie "
0,"Why do I have so much spam mail? 442 new spam messages in less than 10 minutes "
0,"Bedtime. If I can sleep. My wrist huuuuuurts. I forgot how much fresh tattoos sting. "
0,"@ikle_pattikins hahaha why are you making yourself suffer so?? and feel better btw, stupid weather changes is making everyone kinda sick "
4,"Good morning Tweeple.  I am back. "
0,"doing her english coursework..her fingers ache "
0,"Today has been an ice cream kind of day "
4,"now my shrimp dish is officially finished! will have it tomorrow 4 lunch at Monterey! "
0,"@zoeyjordan Uh-oh, sounds like I opened my mouth re hashtag &amp; stuffed my foot in it... Sorry all....  @shandrab @davidbeking"
0,"I wanted to crawl in the snuggie with Bunny. "
4,"Chocolate chip muffin from Dunkin Donuts. Yummy. "
0,"@Shazzib  baby "
0,"@simonkirkman why wouldn't he invite me  whatevs I just won't go"
4,"@davehillman Oh wow, that's just wacky but tres cool as well "
4,"I decided that I was going to have a girls night with Joey tonight. Fully equipped with chicks flicks, facials and doing each others hair "
0,"@sarahmunir @fatinjua 22nd sept?i think that falls on hr raya puasa!!very least possibility that i could go "
0,"poured a huge bowl of cereal. checked the milk and it said 6/14....  poured the milk.. came out in chunks! "
4,"@MissMarista how cute! my kitty is sitting with me right now "
4,"@iantrevor Then my work here is done. "
4,"@StineBramsen - How do you pronounce your name?  Is it like &quot;Steena&quot; or &quot;Styne&quot; - i've heard both so i'm not sure ;) x"
4,"@Solstitial lol i like his acting voice. But its very entertaining. Like the almost drunk girl singing Karoke :-D Maybe thats you? "
0,"Finishing the #abdntweetup with Terminator Salvation at the vue 2145 screening. Alone  see it in good quality now "
4,"Pretty Amazing  Watching a little ESPN before bedtime. Grr work in the morning."
4,"@KAYLEEVZ WE did do so goooood. We are smart kids!  good luck with econ!!!"
4,"@virtuallyready its been horrible here the last few days, just good to see the sun come back out  I will enjoy it haha"
0,"saying goodbye to people is sad, even when it's just for the summer "
4,"any match with @lenayada is never a bad match "
4,"@londicreations yes, Im great thx, just going to bed.... have a great day "
0,"is off to bed. twitter is confusing "
4,"@caterina999 shes taking her mom "
0,"my mood- grrrr "
0,"Hmmm....throat probems.  "
4,"is getting to sing @ Southside Baptist tonight "
4,"@CarolAStrange Thanks for the video plugs, angel! "
4,"@Avery_Mariah you must beh proud "
0,"@riverdresses I definately thought he looked like Dylan Moran and later found out he was doing standup in where I live that night "
4,"@durian_girl Taking care of two babies must definitely be exhausting!  (((hugs)))  You're still the best aunt! "
0,"Brother at beaver camp "
4,"@Adam_WR again, aw   xx"
4,"Another sad lonely day  ... oh well, at least I have ice-cream! "
0,"Trying to find a good site to create or GMod Clan on bores "
0,"Morning. Up now after a tiring day yesterday  Going out for a pub lunch to celebrate my mum's and my dog's birthday... hmm"
0,"checkin' my accounts.. no updates "
0,"Its raining "
4,"is exhausted after a FULL day! Work, choir practice, skit team practice, worship team practice now sleep... ahhhhhh... zzzzz. "
4,"totally up to date with the tweets and thingies now, gonna watch: The day the earth stood still, and then off to bed, day of music ahead! "
0,"RUNNIN AROUN TODAY..... IM OFF TO PICK UP MAH LIL BRAH FRM SKOOL// HE SICK "
0,"paintballing, running very fast an drinking beer not a good combination, im paying for it today "
0,"@peaseplan it used to be bakers square "
4,"@sgsuperone Nice read, nice view, too. It took me sometime to realize how much I like ladies with ink, need to do something about that. "
4,"on my way to cvs, picking up some vodka for breakfast tomorrow "
0,"is up, wishing i was sleep!  "
4,"@longhand Hiba. In G we trust. "
0,"Super tired from work "
0,"@kobekumi hmm best to be safe than sorry... if you think it might look like an SLR, I wouldn't chance it "
4,"@xrosieeeexx how about a microwave?that's about as random as it gets (joke) "
0,"I did it! Went to sleep before 12....unfortunately i gotta figure out how to go back since my sister woke me up "
0,"@MissVixenPHX Yeah, Sorry to those that had to put up with my incompetence. "
4,"Nothing to do today "
4,"@looys She told me their graduation is 2day! Hug her for me pweez! "
0,"awake. still sore  snuggling with maemae for a lil' before getting up."
0,"just cleaned ma rumz. got new teefs today and the numbing has JUST worn off. gotta clean mr fish's tank "
4,"@bobbiandmike Sure, (seriously) I think you should try Tave. https://www.tavestudio.com  (Seriously!)"
4,"@stephjonesmusic give me a minute I'm on my way!!! Please "
4,"@barelybritt she is so fucking adorable!! Aww i love kittens "
4,":: some things are better left, unsaid . . another time thas all  [sidenote - woosah] ::"
4,"is learning and growing a lot by the grace of God  i'm still a bit spacing out from the spiritual intensity"
0,"@petewentz i've def experienced the agony of shampooedddd eyes &amp; its no fun  ...maybe you should make a brand of it for adults?"
4,"@highlandwhite nice to tweet you! "
0,"@ohfoxyone uh oh..you lied to me..  I want to be in amerreekkkaaahh"
0,"Ugh .....I reallly wanted to go out tonight...... "
4,"luvin the recent DFS ad !  ? All about you ?? xx"
0,"Well it surely took long enough, but finally got to sleep!! Ha I had to get rid of my iPod though.  *sob*"
4,"sweet quake lives runs on the netbook "
4,"@wxnerd4 I am a fan of Culver's custard. YUMMY!! "
4,"Went to the dog shelter today and donated heaps of things..going there tomorrow to volunteer "
0,"on the train heading to work. the weather isnt as nice today "
0,"@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3"
4,"@Athirn ?  ?   ? ?  ? "
0,"Why do HD movise take so long to upload "
0,"@extensis the app said i need 12.1.5 or later "
0,"Just made it home finally. I hate the drive from Reno to here. "
4,"ehrm... ad cinta di twitter "
4,"@campcreek yes! we like moving  and one day we want to visit you in your lovely house with your stream and stuff ;)"
4,"you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight"
4,"@astott Word up yo!  Hope it works for ya!"
0,"@HomeSpaGoddess The Sparkler Pens are AWESOME.  I'm bummed UD is discontinuing them.  "
4,"This is the Rocket Worm Twitter! I'll be posting stuff to do with Earthworm Jim and Rocket Worm here. "
4,"@PembsDave Hahaha when out in the sun remember your lack of protection on the summit!!! "
4,"@bookwormdyal ROZAN! You have Twitter!  Why're you depressed? o:"
4,"@RogtheDodge79 Tweet soon Rog, nice to hear from you "
4,"@djones7774 Thank's "
4,"@MicheBella I have several. Animation or cartoon it is all the same thing. "
0,"offline. back again nxt week. "
0,"Apologies to my fellow MSDN forumers; I will start participating again soon - just simply don't have the time to dedicate to it at the mo "
4,"@MarkDavidReid sounds interesting. i'm amazed by the diversity of courses offered by WAAC. loved the name &quot;beating around the bush&quot; "
4,"Last day in AZ (IBM) Whr i hav been for 4 years,Mixed Feeling as i am gonna miss my buddies but hell yeah i am all ready for the New Role "
4,"@AmyyVee didn't make it to 1000 but I smoked her.  She's at 60 and I'm at 260.  thank you! How r u?"
4,"@190east ... hey... the weather is so good ... we have 20 degress and no clouds at the skys!!! "
0,"bed, yes. bed  THURS TMRA! ANUAL CHARLEY DAY! WOOP! hahaha (L)"
4,"sitting in the sun, atlast  ahhh.. Tan hopfully?"
4,"@VanessaaHudgens I love your song Paper Cut &lt;3 "
4,"@Ekdale The problem isn't your alarm. The problem is 6:30 itself "
4,"i love you megan  lmao"
0,"@artrockrebel damn...i think i may cry myself to sleep tonight.... "
4,"@Gr8ttoess I'm sti with ya Sharon! "
0,"Watching a doco about Pianos &amp; thier makers. Making me wish I had access to my piano again "
0,"@frazier310 that sounds fun. Too bad my car is in the shop.  and too bad @eGlamourPhoto is really busy all day cause I'll go with him"
0,"@andrewfndavis fuck  nothing medically serious though right?"
4,"happy birthday Andy Hurley!!! if you dnt kno who he is ur dumb he is only the amazing drummer from Fall Out Boy, amazing band fyi! "
4,"Dd. ?lainn ars. Samhraidh ceart tar is dh bhliain gheimhridh "
4,"Finally back online after almost a week on the road and in PA. Great trip; more updates to come "
4,"nakuru can be soo boring! wish i had friends here "
0," I need desprate help! Tireddd and now gotta do blooming ICT!!"
4,"Iron Maiden - The Prophecy  Jaaaaaaaaaaaa"
0,"Taking back feelings we threw is not what I wanted. But somethings made me "
4,"Havin' tea while writing new lyrics against humanity always puts me in a good mood, I should do it more often "
0,"I really hate classes that are a waste of time. "
4,"@LittleBitTwistd Isn't Joe the HH?? Holy HOTness? "
0,"Opera 10.00 right click menu font sucks on Linux "
0,"@uncyherb just read the Gizmodo article. I see how they could do it now. So that sucks. I'd be happy just to use the 700mb I've got. "
0,"just woke up with the worst headache ever. and cant go back to sleep "
4,"@chueymartinez Wut? THATS BS! latino is effinn lammmmee!! But good thing you still on Mtv 3  Love u 2!"
0,"@Jonasbrothers i guess i just must be one of those people who arnt very lucky  im so devastated, im a musician and you guys inspireme "
4,"@KatGirl44 lol....quite the exaggeration, at least in what concerns me!I just hope that you like what you read of my fics... if u ever do "
0,"says he is dam sad  http://plurk.com/p/12bjxc"
4,"Sunday morning by maroon 5, one of the VERY few easy-lisnin songs that does it for me "
4,"@Adrienne604 Oh the blue eyes are back! "
4,"amazing night  see everyone again tomorrow! AND SUNDAY!!!!! cheers!"
0,"@annyo84  aaawww - i knew it was something like that   I wish i could give you my phone so you didn't have to do it all! xoxo we love you!"
0,"is sickly ill  BRING ME SOUP"
4,"@rosemaryCNN Thank you for following, Rosemary - I trust i will not bore you with trivial comments. Bit outspoken on many issues "
0,"@andyheadworth Thanks Andy.  Just checked the BBC website &amp; they're predicting light rain from 1.00 - 4.00 in Godstone - yuk "
4,"@JoTheCat ACE! Yes please "
4,"@ms_valerie Yes it was. What would I do without you Val "
0,"@sharlynnx aww  i know what you mean, gets a bit distracting then you just wanna sunbathe!"
4,"Bom dia a todos ; tenham 1 dia feliz  good morning all, have a safe and great day"
4,"We're over 500 followers now--thanks for all of the #ff love and I'll make sure to hook everyone up next Friday "
0,"@bernmendoza YES, DUDE. HABA HABA, LIKE AM I EVEN GONNA READ THISSSS! "
4,"I love the sunshine and the happiness it brings "
0,"schitt... i havent got enough disc space for the music i got.. "
0,"@M_Biegelman here's the line -&gt;|&lt;- here's you  ....srsly, brojob?"
4,"Taking a shower "
4,"Lauren's party this weekend!  "
0,"@mrs_flowers "
0,"@yourfuturewife last I checked we managed to wipe out some species, cause global wars, and the list goes on. So it's more of a epic fail "
4,"Sunning it up today! I have a wedding to look good at this weekend "
4,"#followfriday @mmhastings because he has said he will keep us informed over the summer re &quot;Champ&quot; the Lake Champlain monster! "
4,"going live! come chat at RETWEET  http://www.blogtv.com/People/joshx413"
4,"listening to @mitchelmusso  great songs! ^^ &amp; leaving in few minuts. having dinnerrrr!"
4,"@liteNup http://twitpic.com/6vh79 - not in a million years "
0,"I wish BMW wouldn't play chicken in these qualifying sessions, it doesn't do me any good "
0,"I'm pissed, someone took my wallet "
0,"@ceruleanbreeze Righto. Reading that now. And I have...bad news, I'm afraid. I have to do chores. Was just told by housemate. No Firefly "
0,"deja vu at its worst..  this is freaky."
4,"@imaginetruth Happy Early Birthday - beating all those Facebook wishes. 22 isn't bad...try doubling that and then some "
4,"@otiswilson55 it worked "
0,"is reallyreally bored "
0,"M/m. I guess It's only reruns of Ned's. "
0,"@curliCAT do you have a list of the opt-outs?  I know I tried the socialtoo, tweetlater, and spymaster optouts no success on any of them. "
0,"Got home late last night from going to my Aunt's funeral. Resting today, feeling a little better "
4,"new taking back sunday album tomorrow "
0,"@brienis: It's not real   John Krasinski is not on Twitter. It's a fake account."
0,"will sneeze to death while listening to &quot;Elisa&quot;... "
0,"http://bit.ly/KhOUy    &lt;&lt;&lt; If only Refused were still around "
4,"Is looking forward to tomorrow/today...yay i love my bestfriend, Matt "
4,"@rbjbkb I think it's because you're an idiot!  "
0,"@bobblehats Well I did see him in Great Yarmouth. I didn't realise it was his proper home now. Bag piper was outside Primark t'other day "
0,"Feels like he has been beaten with hammers. Next long walk - better shoes + thicker socks. ouchies "
0,"Don't ever try to call BT and expect them to actually talk to you "
4,"@dopeguhxfresh HEY BREE "
4,"@MarkHeartofBiz Hey, wishing you a wonderful #heartofmoney call today  ... Exciting!"
4,"LOL @MishB_ Its all good! I'm outta there! Atlanta it's overrated.... I'm just here to work! "
0,"@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer"
4,"Back home resting beforeI head back to work tomorrow....ughh. Ienjoyed the day off though "
0,"Yea would like to go home now! My Mouth is really painful "
4,"going to the movie 'UP' "
4,"@Djalfy this is a zombie friendly home. "
4,"20 min to and hour till the best breakfast for me mum "
0,"I got my brothers phone  No more twitterberry "
4,"stay with it bro  @burakyist"
0,"All those songs just make me realize just how bad my situation was, that I deterred off that happy path for so long... "
0,"@mileycyrus mileey - is yoou? really? if is i waaant to meet yoou! "
4,"plans with mi madre, today! "
4,"@samuel_l_bronko kiss my arp is a favourite of mine "
0,"@rachelbaker it's a bad monday already "
4,"Really good things to wake up to.  "
0,"@DumbyLove Wow...I can't til tomorrow...and I'm dying because of it... "
0,"got a headache :-\ "
4,"@nishachittal get used to it "
0,"Poor tennee is all cooped up cause of the rain. Going outside with him despite the rain "
0,"there were two ideas in particular we came up with for the sitcom last night that were killer, but one of them neither of us can remember "
0,"finished 8 demos so far.. recording albums is just such a dire process.. i wanna get it out there and do videos.. "
4,"@maynaseric hey thanks for the recommendation, just followed @shenheng hope he don't mind my crazy daily rants! "
4,"@semenovich Wow, very cool, and bouncy videos you got! Heh! (Yeah, I was a cover artist for Grenouer and I still like Nightwatch!) "
0,"Makin plans to go to dr 4 my cousins wedding and some much needed vaction time and sun... but i dont wana leave my boobie n he cant go "
4,"@bustyrachel thankkkkkkkk you rachel  you are the bestest kisses xoxoxoxo"
4,"@jamiemcflyx Hi  Just look at your myspace profile, that's how I've been trying to get mine, you know a short one?..."
4,"is graduating today... "
4,"i invite my twitter friends 2 particip8 in a DESKTOP TWEET! here's mine. LOL  http://i44.tinypic.com/2napdhl.j.. http://tinyurl.com/lrfn8m"
0,"sat in the kitchen cooking eggs, in such a bad mood.. what am i going to do "
4,"@MicheRyder That's just wrong! lol "
4,"loving the dave matthew's special on hulu...man, so good "
0,"My dad stole my chips. "
0,"@TheMauricio @DEEJAYNAM @VTNick7 Hey! are you guys going to hokie camp? my dad said i need to decide now "
4,"And.... my new shop is BEAUTIFULLY HUGE!!!   (makes Zen so much easier)"
0,"@Markus_Serious well its 4000 worth of music equipment (that i could sell) in NME. nobody knows it! "
4,"The right size.Exept one place... The photo booth in the mall. Haha "
0,"@Serend1p1ty I felt bad for Sawyer when Juliette fell down the chambers. You never see him have emotions like that. "
4,"@lawmanjapan Thank you so much!  It is appreciated.  "
4,"i got my hair done!! and im half way done painting my room i should be done around tomorrow or Wednesday  summer school is going well "
4,"@khalen it was good. Next time you get oohed you know where to go! "
4,"&quot;hey, guess what.&quot; | &quot;what?&quot; | &quot;that's what.&quot; | LMFAO !!! "
4,"If you're wondering whether you should play guitar or not, do it. Trust me, you'll love it. I do, and all my friends who play do as well. "
0,"i am so tired already "
0,"i miss the sun!!!  it's raining again, fuck off!  it makes me depressed "
4,"@RiskyBusinessMB Loves it! I can't wait to see you guys "
0,"flying over the ocean...italy i miss u already... "
4,"@Pranaydewan @pappe_it_is @YouthPad Thank you for #followfriday ! You made my friday! "
4,"@KINGmoney hey u...how's it goin? "
4,"@LaMamaNaturale That also sounds very nice! "
0,"@JackAllTimeLow I know exactly how you feel, buddy.  Hope you're okay. Reply please?"
4,"@noatishby Thank you!  It's nice to see you here."
4,"Peace I Give You _ My PEACE I LEAVE YOU...........What ISLAM IS - What A MUSLIM DOES  See NOW ? FEAR WAHT ? LOVE TERRORISTS !"
0,"Boooo! The sun went behind the clouds  oh well.....time to hop in the shower and start my weekend!"
4,"@drmindbender77 Is your body all recovered now? "
0,"I cant listen to Tonic now without thinking of Sarver "
0,"missing someone rite now &lt;3 "
4,"@xCarCrashHearts ironclad determination? "
0,"work @ 630..and i kan't sleep! oh how this sucks "
4,"makeing a sighn for alliee "
4,"Eating pizza and relaxing with the wifey watching our shows "
4,"I'm finally caught up to the 21st century and have tivo "
4,"@katlyn_says hi!  lol. You didn't say if it had to be a straight or gay boy!"
4,"@mileycyrus beyond excited "
4,"Watching two people talk, who's biggest kick is just in making each other laugh, is like audio/visual crack.  #kpcs"
4,"@Mandums I need to talk to you on MSN for a second...Next is Stacy "
4,"gonna have another great week-end away "
0,"Balled my eyes out watching Marley and Me.  ha!"
4,"Everyone say Happy Birthday to @acjensen  (my cousin Adam).  "
0,"@andiiii_ be alive and text me back! "
0,"DAMMIT THIS DEVIN GUY IS IM-ING ME  HE ALWAYS CALLS ME BABY N SEXY  HE CAN GO BURN IN HELL.."
0,"The person I'm in love with does NOT exist. "
0,"@XRayTiD im sorry love i just thought about it right now..  how is it going for you boo?"
0,"@DaBigT just had my first fag in 6 months and it was lovely... did you run outta rum? "
4,"@yoshie40 a god damn super-duper chronic insomniac "
0," haha my dragon jus tried to attack me"
0,"Internet and cable out all day... I feel as though a part of me has died... "
4,"in RE Huts tis now  waiting til second period so I can go to accounts ;D"
4,"@dazb Should be interesting...  cross processing with c41 that's about 6 months old now...  results will be 'unpredictable' "
4,"@MissBeckala  oh no, sorry to hear about your Dad. I have a plan for getting you and @aplusk back together, muahhahahaha. "
4,"@pluggdin hey you're welcome "
0,"feeling guilty ,sadness and boring "
4,"@jarred Resn looks like an amazing company to be at. Best of luck! "
4,"@Tonysuniverse Glad to hear u r enjoying ur self... Lakers BABY!!!!! no one can see L.A. Thought they knew... "
4,"Oi @ksymmonds Follow @leespoons - he's funny, nice bloke &amp; a bloody good mashup producer "
4,"@humplik World thru my eyes...watching Twilight   http://twitpic.com/6taax"
0,"DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic... "
4,"@katewhinesalot Good morning  Can u do me a favor? When u meet JK, could u please find out if they have plans to return to the UK? "
0,"Edith KTN . . .wea u at? Missin that swag in your brace-ful smile "
4,"@SeanBeanland "
4,"@SoSoulfull  Aww that's cool...sounds like family fun too!!!  I had  a recording session earlier and now doing my Photoshop thing! "
4,"@griffmiester Nice one. Well done on the win. I played field hockey for 6 years back in high school and 2 years in uni.  Played Back."
0,"its a rainy day and its cold "
4,"Back home! Went to watch Angels &amp; Demons! NICE! "
4,"is looking forward to a girly day on thursday in Liverpool should be a laff "
0,"translating my topic &quot;quadratic congruences&quot; for my tutorial in elementary number theory  I have to do this tutorial OMG"
0,"is supermissing someone right now "
0," The more you affirm it, the more it will become true."
0," long week ahead!!! Another weekend off!!!"
4,"@o_k_a_y are u really that excited?!? LOL. we dont have lots of pics. most of it are videos that i cant upload.why?coz i dont know how! "
4,"@GolfProGirls Wings are going to win it all anyway "
0,"What the f*ck is up with the uploading on this website? I can't upload a photo now. Sheesh "
4,"@Bondwalker I know, I'm SO excited about it!! AND Red Dwarf this weekend too!! "
4,"omg camp was amazing(: alex is my ninja! summer: next week rafting trip, tampa for 3 weeks, camp mcdowell, parish retreat, chillin'. "
0,"lying in bed atm....psyching myself up to FINISH my coursework "
0,"@aznchicken4795 luv your new pic...u play guitar too! come on STOP BEING SO TALENTED  it's no fair"
0,"I HATEEEEE AMERICAN HISTORY FINALSSSSS!!!! ITS WORST THAN ALGEBRA 2  my brain's not fit for this crap.. -_-"
4,"@ale_grillita I can't wait!  Finish it whenever you want/can but make sure you tweet me to let me know!! "
0,"@KM5nJo  Clean Me!"
4,"talking to my sister on the phone , oh and also grace and her cousins called me like 50 billion times "
0,"@HayleaJay thnx a lot "
0,"I'm so upset I forgot about high school musical singalong night "
4,"Doing make up "
0,"I swear Tickets are equivilant to monthly bills! Smh... Now completely discouraged ME...I'm goin home.. "
0,"@wahliaodotcom so what exactly u do? i cant access ur web link "
4,"finishing essay, watching greek, txting &amp; bedd "
4,"@AskAJAnything Haha  good luck"
4,"I NEED FOLLOWERS "
4,"@LiteratePervert kewl - standing by to be rocked "
0,"@Flor_de_luna  oh that's a shame hun  don't worry.. i'll let you know ;)"
0,"still at school.  i just want to go home, NOW!"
4,"is wishing you a happy sunny monday morning!!!  "
4,"i love my saturday client! i received 2 bags of organic fruit in exchange for a 45min workout "
0,"@SpikeTheLobster Aaw, I'm missing all the good stuff  It sounds implausible, but who cares about that as long as it's entertaining? lol"
0,"@astridfeliciano Not really.  It just proves that I'm bored 90% of the time. Hahaha!"
4,"@AimanE2I Hey, just a reminder, try saying AND and not N, but the U was ok. "
0,"Off to run an errand then to the gym! Then lunch with my girl Bella, last time imma see her for a while "
4,"@TomboyTigress  good so far thanks..hope you have a good one "
4,"@plugola try searching &quot;music industry&quot;  http://topsy.com/search?q=music+industry ! TC article  http://bit.ly/kCxnU"
0,"Tantruming child's screams grew louder. Ignored a few more minutes then went up - he had closed a box onto 3 fingers. Ice pack and shame "
4,"Going to bed with thoughts of FUll Service on my mind...25 more days t il vegas "
4,"@VickyArdon haha I laughed aloud at your use of the word bitch. "
4,"@timkelleher  did you find the url shortening stuff allready?  Also quite nice if i may say so myself... "
0,"is wishing he'd brought some of the chocolaty treats to work. "
